data;

param numFacilities := 45;
1754 29357 0.097239 0.364656
1755 9358 0.086228 0.816180
1756 11602 0.096808 0.686997
1757 52587 0.627901 0.090489
1758 34834 0.156160 0.030564
1759 5123 0.301442 0.305621
1760 29649 0.913726 0.404726
1761 48609 0.207801 0.054177
1762 1388 0.602558 0.335488
1763 34228 0.660927 0.049245
1764 30518 0.211814 0.596434
1765 48708 0.250618 0.581121
1766 40563 0.717303 0.783956
1767 68647 0.532052 0.473569
1768 62500 0.948105 0.486493
1769 66225 0.490908 0.453938
1770 52016 0.776199 0.586685
1771 50917 0.622407 0.764154
1772 27166 0.909127 0.554795
1773 38000 0.404506 0.710170
1774 11383 0.190343 0.958536
1775 45675 0.662514 0.240992
1776 49453 0.065991 0.266254
1777 46412 0.900532 0.876749
1778 29905 0.788585 0.866994
1779 36351 0.794818 0.939342
1780 35936 0.490168 0.304253
1781 29054 0.407384 0.199039
1782 56734 0.343664 0.132033
1783 35105 0.659485 0.867480
1784 34519 0.314384 0.029006
1785 46569 0.099753 0.724882
1786 25685 0.064392 0.445922
1787 54708 0.323627 0.783056
1788 2045 0.691427 0.142470
1789 16296 0.403802 0.612698
1790 23934 0.030926 0.121207
1791 44168 0.591251 0.800105
1792 52380 0.827459 0.449540
1793 57765 0.774178 0.082268
1794 65029 0.826547 0.922043
1795 32204 0.328984 0.124909
1796 53992 0.030465 0.235858
1797 47263 0.720844 0.522925
1798 17349 0.431458 0.791389
1799 26140 0.933310 0.335677
1800 68455 0.381981 0.150219
1801 21663 0.349045 0.163909
1802 57333 0.742615 0.410047
1803 6145 0.634583 0.517306
1804 43264 0.007562 0.385813
1805 33064 0.764951 0.598617
1806 68682 0.177936 0.745618
1807 4256 0.432306 0.164659
1808 7518 0.267477 0.188580
1809 62330 0.178125 0.077904
1810 9526 0.995491 0.204921
1811 12934 0.483955 0.076931
1812 2034 0.986995 0.337802
1813 3991 0.088686 0.447120
1814 66213 0.626764 0.576551
1815 3996 0.505080 0.522412
1816 108 0.995526 0.853139
1817 47303 0.968527 0.740849
1818 43876 0.824954 0.493934
1819 40432 0.611134 0.524761
1820 4966 0.538820 0.103107
1821 47219 0.668848 0.934488
1822 21478 0.938363 0.170856
1823 33771 0.211490 0.244335
1824 26977 0.065265 0.819114
1825 44183 0.614548 0.687117
1826 63008 0.872173 0.124622
1827 47781 0.946359 0.285367
1828 39880 0.782826 0.159445
1829 8195 0.680284 0.264684
1830 15678 0.141504 0.960962
1831 44428 0.301674 0.617962
1832 36344 0.501583 0.759004
1833 3364 0.019128 0.208215
1834 35586 0.769567 0.115805
1835 11664 0.420249 0.667359
1836 32300 0.245925 0.180377
1837 45450 0.899239 0.137247
1838 43825 0.403083 0.605697
1839 24745 0.273028 0.587215
1840 18902 0.725429 0.956281
1841 49247 0.435557 0.072352
1842 480 0.010243 0.571393
1843 62935 0.460890 0.465500
1844 48486 0.673543 0.637893
1845 15001 0.171153 0.879642
1846 43142 0.802781 0.385771
1847 9161 0.341793 0.262293
1848 63217 0.813635 0.131900
1849 61320 0.737211 0.634045
1850 55840 0.399630 0.337124
1851 25794 0.258481 0.833798
1852 45152 0.901522 0.635707
1853 2361 0.596879 0.260316
1854 29177 0.022547 0.200522
1855 60242 0.692647 0.022649
1856 44591 0.133918 0.320988
1857 36324 0.489175 0.615449
1858 9424 0.123084 0.900377
1859 15166 0.542117 0.324059
1860 9976 0.015663 0.391510
1861 6961 0.593994 0.243228
1862 50551 0.110740 0.502104
1863 54259 0.199357 0.444215
1864 6956 0.905964 0.552173
1865 36466 0.079537 0.048263
1866 39253 0.244393 0.330213
1867 22720 0.011228 0.166401
1868 64124 0.856356 0.933139
1869 66907 0.193117 0.494156
1870 47567 0.611501 0.967522
1871 54860 0.277897 0.195112
1872 35197 0.637064 0.659077
1873 27167 0.938359 0.770542
1874 14791 0.525060 0.622099
1875 55881 0.511257 0.486639
1876 58892 0.689752 0.096595
1877 26987 0.909540 0.294429
1878 51836 0.755166 0.374619
1879 29564 0.562006 0.129810
1880 27113 0.007146 0.884909
1881 50390 0.034941 0.820515
1882 47904 0.890081 0.047133
1883 60125 0.316146 0.550783
1884 44203 0.269290 0.675851
1885 3148 0.408981 0.233135
1886 63482 0.664750 0.609559
1887 49297 0.271050 0.525125
1888 53430 0.868397 0.841829
1889 36925 0.581615 0.911596
1890 18913 0.243737 0.041326
1891 414 0.277768 0.207303
1892 26474 0.452334 0.197014
1893 11422 0.659141 0.587061
1894 29873 0.487568 0.476506
1895 10759 0.038654 0.923029
1896 58882 0.695536 0.654524
1897 53640 0.121597 0.147351
1898 8175 0.696437 0.532097
1899 48607 0.315756 0.475176
1900 27005 0.556580 0.069684
1901 44626 0.082850 0.191571
1902 19918 0.601750 0.431706
1903 32409 0.748578 0.816638
1904 17558 0.620246 0.707542
1905 1255 0.506194 0.601230
1906 11134 0.174181 0.641926
1907 28904 0.705303 0.682528
1908 57104 0.744183 0.716326
1909 71201 0.972767 0.414112
1910 65802 0.886538 0.845829
1911 14083 0.333429 0.270479
1912 16041 0.345734 0.847807
1913 38726 0.653265 0.829697
1914 71608 0.509720 0.131534
1915 4978 0.272944 0.979144
1916 33617 0.276855 0.386521
1917 27004 0.260440 0.313795
1918 22142 0.791268 0.244060
1919 4932 0.596190 0.003421
1920 21942 0.781563 0.244021
1921 37449 0.903848 0.539636
1922 32957 0.657254 0.680155
1923 26732 0.390065 0.852105
1924 17974 0.758971 0.470797
1925 64635 0.642321 0.239188
1926 38055 0.092996 0.564666
1927 13385 0.048863 0.801205
1928 29016 0.891822 0.584591
1929 54304 0.622859 0.641097
1930 51743 0.730203 0.997283
1931 66537 0.894277 0.709164
1932 70589 0.434052 0.178872
1933 36522 0.456773 0.323303
1934 32978 0.280619 0.133873
1935 41884 0.719326 0.891727
1936 68391 0.234126 0.025019
1937 12985 0.726196 0.540320
1938 68521 0.554030 0.425697
1939 28305 0.251722 0.999069
1940 56879 0.474111 0.431882
1941 13268 0.723262 0.441504
1942 63471 0.177977 0.460424
1943 30554 0.764032 0.298447
1944 42684 0.508043 0.003925
1945 31186 0.501680 0.139607
1946 11374 0.702198 0.942359
1947 10297 0.233442 0.519689
1948 50487 0.104820 0.188798
1949 60748 0.258885 0.269858
1950 31499 0.893728 0.120496
1951 37261 0.466675 0.061938
1952 11379 0.772386 0.153278
1953 66471 0.927235 0.363792
1954 3038 0.845012 0.074621
1955 43733 0.983724 0.266846
1956 74104 0.472505 0.254970
1957 54594 0.482901 0.390088
1958 16803 0.495287 0.847409
1959 50795 0.341894 0.380580
1960 38305 0.083240 0.947505
1961 52063 0.104138 0.189085
1962 16572 0.632707 0.228226
1963 72414 0.605454 0.865992
1964 20490 0.658864 0.324951
1965 49619 0.012296 0.095449
1966 70688 0.174294 0.882692
1967 18243 0.447091 0.075017
1968 63229 0.165722 0.645917
1969 56845 0.180572 0.894973
1970 38522 0.162540 0.941473
1971 45734 0.471286 0.545832
1972 66777 0.297774 0.875888
1973 17160 0.506805 0.931000
1974 52671 0.188541 0.641746
1975 9614 0.744911 0.199943
1976 3477 0.340335 0.051825
1977 36051 0.032299 0.454716
1978 36237 0.048923 0.406748
1979 44568 0.520100 0.259011
1980 35400 0.556625 0.146591
1981 2809 0.478924 0.485697
1982 68559 0.643296 0.141102
1983 47647 0.517888 0.484648
1984 12006 0.547247 0.265827
1985 47050 0.759448 0.835401
1986 21089 0.421080 0.441654
1987 38777 0.088599 0.162592
1988 65901 0.094479 0.751271
1989 8054 0.141409 0.303551
1990 10075 0.301460 0.702396
1991 73807 0.148270 0.075286
1992 69381 0.257743 0.787796
1993 43042 0.790859 0.141190
1994 60956 0.087766 0.115954
1995 72688 0.602857 0.179949
1996 75042 0.399698 0.116231
1997 47319 0.718985 0.248582
1998 25771 0.149449 0.251654
1999 27087 0.787784 0.617673
2000 6813 0.894284 0.331987
2001 36611 0.179602 0.080050
2002 6344 0.582309 0.512410
2003 38312 0.091373 0.583143
2004 52631 0.301828 0.913165
2005 51456 0.473805 0.384161
2006 35344 0.575988 0.514974
2007 23759 0.446840 0.926017
2008 50222 0.780896 0.774885
2009 73103 0.543473 0.857400
2010 4486 0.339701 0.604942
2011 10931 0.829134 0.954454
2012 32543 0.291020 0.943473
2013 55385 0.474986 0.968651
2014 31439 0.048983 0.971294
2015 20888 0.805931 0.386858
2016 42403 0.736202 0.648740
2017 61092 0.285631 0.745689
2018 73498 0.814991 0.876216
2019 23559 0.412654 0.140247
2020 11728 0.317461 0.703676
2021 18330 0.162919 0.487183
2022 19102 0.024661 0.122784
2023 14999 0.165837 0.113546
2024 25021 0.034753 0.108553
2025 22979 0.665777 0.462383
2026 30922 0.261209 0.152302
2027 70829 0.172219 0.959132
2028 64861 0.025879 0.204263
2029 51794 0.021047 0.635262
2030 43727 0.858857 0.756415
2031 31936 0.754491 0.682080
2032 63655 0.394564 0.370077
2033 67842 0.540906 0.122027
2034 34237 0.868855 0.848332
2035 34077 0.233766 0.266107
2036 53108 0.081402 0.197949
2037 7994 0.396683 0.491660
2038 65173 0.956738 0.490672
2039 16369 0.931043 0.965206
2040 72893 0.852880 0.182260
2041 6198 0.394222 0.274763
2042 46611 0.586824 0.700197
2043 14514 0.831702 0.350367
2044 30852 0.266666 0.358216
2045 68073 0.399554 0.250078
2046 28929 0.123299 0.676067
2047 50093 0.458700 0.275278
2048 27559 0.449824 0.816641
2049 14016 0.196492 0.210381
2050 34459 0.708670 0.583058
2051 8016 0.034910 0.669702
2052 59929 0.326674 0.672112
2053 72229 0.714670 0.166158
2054 21740 0.723068 0.895712
2055 54902 0.052165 0.363017
2056 32793 0.069585 0.571483
2057 33931 0.480036 0.104566
2058 72865 0.029284 0.648901
2059 42181 0.686436 0.249497
2060 66428 0.116913 0.732764
2061 55179 0.458277 0.906723
2062 64544 0.181569 0.343525
2063 69093 0.863128 0.949799
2064 27888 0.744171 0.054158
2065 51077 0.806467 0.730375
2066 11145 0.660995 0.220911
2067 18728 0.742096 0.953118
2068 17423 0.509362 0.763769
2069 70918 0.536247 0.856129
2070 64310 0.425862 0.227994
2071 142 0.628374 0.375398
2072 59776 0.698584 0.403308
2073 18280 0.941346 0.611042
2074 7917 0.546843 0.247608
2075 31873 0.350611 0.024204
2076 68683 0.560848 0.471785
2077 138 0.493130 0.991332
2078 1839 0.685137 0.819775
2079 38847 0.139474 0.915676
2080 45 0.793891 0.193035
2081 29179 0.515604 0.209949
2082 60681 0.456892 0.376365
2083 11779 0.047119 0.684278
2084 40624 0.053389 0.849873
2085 12880 0.526603 0.309082
2086 63719 0.080601 0.883279
2087 44097 0.991581 0.700642
2088 47759 0.005642 0.075257
2089 66943 0.333346 0.962071
2090 45244 0.162337 0.330255
2091 72826 0.521110 0.133506
2092 36066 0.780810 0.996075
2093 46123 0.312304 0.892138
2094 26464 0.335984 0.826092
2095 7137 0.885794 0.280480
2096 47210 0.946376 0.712602
2097 37876 0.446213 0.288776
2098 66682 0.767940 0.824159
2099 26182 0.293526 0.334397
2100 20496 0.037862 0.434477
2101 1257 0.593547 0.729582
2102 32739 0.759381 0.475992
2103 66845 0.408740 0.041243
2104 60454 0.725649 0.278964
2105 26060 0.754783 0.049004
2106 50286 0.138850 0.441619
2107 17583 0.278242 0.523441
2108 41307 0.946376 0.525633
2109 8664 0.860595 0.904571
2110 53532 0.167415 0.427058
2111 34407 0.543513 0.779644
2112 13474 0.325650 0.014813
2113 2354 0.454199 0.794594
2114 46969 0.980089 0.250261
2115 21874 0.430551 0.414271
2116 34087 0.897544 0.294071
2117 71743 0.033543 0.969878
2118 4486 0.473001 0.603587
2119 67477 0.125499 0.142836
2120 1808 0.170341 0.387991
2121 24246 0.306584 0.383402
2122 11814 0.418481 0.375290
2123 37882 0.215934 0.825902
2124 17840 0.864306 0.495602
2125 29799 0.182784 0.440938
2126 53686 0.237473 0.416173
2127 36088 0.091003 0.782940
2128 57642 0.478808 0.583029
2129 33797 0.381812 0.779407
2130 4020 0.092623 0.934882
2131 17572 0.272908 0.179914
2132 36133 0.713852 0.049630
2133 40881 0.292379 0.319153
2134 34201 0.099637 0.503618
2135 35309 0.807481 0.141611
2136 77921 0.774137 0.846834
2137 30690 0.372076 0.596113
2138 68100 0.234348 0.861728
2139 25484 0.401330 0.554884
2140 41783 0.317351 0.055802
2141 55017 0.565117 0.819952
2142 77308 0.662977 0.134731
2143 456 0.827374 0.927054
2144 40845 0.755606 0.601713
2145 17274 0.638623 0.948871
2146 30604 0.766489 0.861702
2147 37284 0.794863 0.646212
2148 33317 0.264862 0.313974
2149 75358 0.589902 0.544507
2150 71954 0.255458 0.578337
2151 12630 0.246181 0.492094
2152 18102 0.492420 0.651122
2153 5542 0.129030 0.581122
2154 76742 0.389793 0.260609
2155 65389 0.676848 0.881805
2156 22175 0.461884 0.158148
2157 79567 0.997147 0.086602
2158 47193 0.040173 0.986614
2159 8741 0.248098 0.118507
2160 35296 0.038281 0.566676
2161 22184 0.812118 0.259671
2162 55646 0.440868 0.106837
2163 74821 0.140944 0.487228
2164 46332 0.283523 0.182749
2165 6186 0.390111 0.892966
2166 29027 0.310893 0.775375
2167 46819 0.139641 0.724430
2168 59923 0.338154 0.332041
2169 61516 0.385224 0.787081
2170 25936 0.468391 0.663997
2171 23876 0.732258 0.997847
2172 12130 0.755977 0.978611
2173 52530 0.310066 0.387999
2174 8922 0.016615 0.115749
2175 11909 0.739757 0.807548
2176 65635 0.072566 0.903167
2177 28183 0.220958 0.779000
2178 31824 0.851628 0.989522
2179 62079 0.444239 0.183761
2180 77591 0.800370 0.941171
2181 61020 0.033624 0.817522
2182 10402 0.813439 0.999684
2183 55697 0.765967 0.279537
2184 73391 0.465340 0.538232
2185 38582 0.097043 0.348995
2186 33344 0.971729 0.863860
2187 8096 0.114896 0.244054
2188 78934 0.600166 0.999779
2189 6842 0.404375 0.942030
2190 15063 0.241043 0.860840
2191 78361 0.187734 0.873016
2192 59366 0.685790 0.344672
2193 7200 0.117767 0.587960
2194 11775 0.655479 0.738618
2195 44747 0.318032 0.194609
2196 75429 0.846322 0.861429
2197 55150 0.924743 0.276784
2198 1534 0.674776 0.983894
2199 76215 0.843349 0.839665
2200 24794 0.192887 0.010343
2201 69022 0.924391 0.612186
2202 77220 0.876288 0.911516
2203 78479 0.616109 0.326934
2204 56542 0.967520 0.503795
2205 1866 0.455393 0.839631
2206 57805 0.290502 0.164751
2207 30042 0.604524 0.136141
2208 49092 0.453831 0.856976
2209 17420 0.626746 0.779164
2210 69591 0.933032 0.257862
2211 40370 0.888691 0.772290
2212 46691 0.824890 0.339026
2213 20073 0.240820 0.307908
2214 69583 0.894720 0.314255
2215 22535 0.345467 0.385184
2216 8528 0.435256 0.532127
2217 68741 0.497911 0.957708
2218 19275 0.133135 0.000186
2219 70765 0.451566 0.610639
2220 34495 0.272090 0.880315
2221 48159 0.777181 0.684491
2222 25817 0.844410 0.512050
2223 9450 0.647432 0.704813
2224 5189 0.299963 0.912474
2225 61094 0.915971 0.250578
2226 9873 0.726124 0.506345
2227 21617 0.069657 0.383692
2228 9333 0.494383 0.658932
2229 73539 0.171002 0.200854
2230 42100 0.425467 0.019487
2231 34640 0.389934 0.786938
2232 7003 0.917397 0.306749
2233 64703 0.078014 0.119273
2234 18608 0.816732 0.314493
2235 30486 0.898813 0.721766
2236 70917 0.163534 0.911617
2237 38308 0.844037 0.601037
2238 14209 0.206554 0.801076
2239 77348 0.999660 0.374958
2240 74880 0.639530 0.661679
2241 77676 0.482961 0.139569
2242 33215 0.660826 0.520954
2243 14765 0.382934 0.351244
2244 38312 0.466719 0.705209
2245 15780 0.807836 0.858021
2246 47240 0.773840 0.086227
2247 59459 0.805707 0.143576
2248 15583 0.192620 0.568838
2249 76974 0.066682 0.374415
2250 5672 0.123868 0.609997
2251 72424 0.667466 0.684959
2252 64193 0.834868 0.622767
2253 81616 0.272970 0.844065
2254 32264 0.048348 0.040249
2255 72758 0.778094 0.831400
2256 24116 0.277804 0.410420
2257 23855 0.869756 0.684053
2258 82076 0.112816 0.923237
2259 1766 0.478113 0.117085
2260 45188 0.444997 0.267599
2261 26233 0.583741 0.632344
2262 12305 0.674166 0.232768
2263 42106 0.459075 0.466055
2264 2590 0.757015 0.159596
2265 45582 0.548592 0.789234
2266 4747 0.384179 0.842871
2267 40590 0.248136 0.044688
2268 37174 0.883245 0.676945
2269 55327 0.600642 0.581388
2270 49933 0.439949 0.746748
2271 2299 0.230717 0.570948
2272 64437 0.860471 0.667304
2273 34109 0.960122 0.298776
2274 31041 0.061512 0.965367
2275 21806 0.453817 0.232839
2276 66536 0.030877 0.856726
2277 77074 0.000551 0.857936
2278 29142 0.748555 0.839375
2279 6459 0.519743 0.554823
2280 74045 0.003503 0.810787
2281 35446 0.088641 0.874482
2282 54785 0.159931 0.717949
2283 36986 0.465793 0.328566
2284 53557 0.913387 0.396355
2285 56582 0.215359 0.230553
2286 61170 0.648104 0.072399
2287 76452 0.463555 0.005910
2288 68703 0.289555 0.440374
2289 58549 0.274259 0.443566
2290 73206 0.969108 0.840328
2291 27565 0.118955 0.981172
2292 45484 0.979945 0.506235
2293 79273 0.623364 0.109235
2294 16390 0.586397 0.180989
2295 64082 0.938234 0.056551
2296 76102 0.731122 0.180572
2297 47422 0.652799 0.827621
2298 61664 0.287147 0.219419
2299 37978 0.291695 0.474022
2300 51686 0.252867 0.211066
2301 332 0.510713 0.534952
2302 29327 0.720446 0.964362
2303 44225 0.500762 0.978236
2304 5697 0.459228 0.217506
2305 51449 0.897973 0.262217
2306 66275 0.208428 0.310820
2307 26378 0.487205 0.353562
2308 26290 0.132029 0.600881
2309 66736 0.214044 0.481792
2310 43273 0.761709 0.839005
2311 73782 0.660272 0.553947
2312 43091 0.686915 0.713245
2313 18352 0.102948 0.696889
2314 45076 0.075524 0.810962
2315 51173 0.766702 0.688911
2316 36107 0.082417 0.122790
2317 70354 0.933094 0.498140
2318 62203 0.155930 0.575039
2319 2859 0.714337 0.789314
2320 26227 0.512343 0.270199
2321 25176 0.016031 0.296973
2322 22091 0.629250 0.262054
2323 36914 0.405671 0.986476
2324 78832 0.542209 0.782815
2325 74175 0.884037 0.865195
2326 25582 0.479631 0.139561
2327 83444 0.414115 0.491837
2328 56870 0.796187 0.378672
2329 29375 0.429706 0.320430
2330 39135 0.304042 0.759074
2331 59734 0.237992 0.248726
2332 49119 0.757699 0.501561
2333 8680 0.981491 0.452472
2334 1515 0.928726 0.203308
2335 60209 0.148620 0.072158
2336 35241 0.693447 0.317397
2337 45 0.745381 0.041315
2338 54186 0.300346 0.774124
2339 37195 0.472760 0.440919
2340 74234 0.322425 0.343696
2341 49785 0.119784 0.966145
2342 68104 0.254552 0.251513
2343 47917 0.909244 0.861130
2344 15380 0.773862 0.570235
2345 73558 0.286858 0.265959
2346 44261 0.103652 0.226885
2347 36277 0.111136 0.753431
2348 83338 0.868942 0.510595
2349 4752 0.539813 0.722466
2350 68820 0.667056 0.946149
2351 22996 0.599209 0.403914
2352 48266 0.241594 0.419194
2353 51803 0.852820 0.006780
2354 71823 0.324395 0.280310
2355 21407 0.952330 0.340440
2356 6129 0.987848 0.868866
2357 2920 0.493455 0.728191
2358 53992 0.602932 0.510485
2359 20538 0.261372 0.627254
2360 53610 0.703294 0.092912
2361 58991 0.769043 0.266615
2362 67127 0.272198 0.746699
2363 446 0.539596 0.267607
2364 80752 0.098134 0.351009
2365 33108 0.279974 0.866743
2366 12597 0.394630 0.185796
2367 83375 0.062874 0.274128
2368 11341 0.266432 0.926073
2369 28559 0.635788 0.808440
2370 28870 0.847928 0.467060
2371 38881 0.611005 0.478470
2372 78053 0.406292 0.899869
2373 6700 0.365540 0.220652
2374 24546 0.622792 0.050412
2375 70992 0.830840 0.881964
2376 28620 0.522162 0.600445
2377 21618 0.514844 0.740774
2378 26993 0.975710 0.151032
2379 11743 0.097908 0.414251
2380 27736 0.354185 0.142450
2381 76223 0.758132 0.628689
2382 42895 0.681097 0.812658
2383 45847 0.558627 0.735116
2384 82190 0.814212 0.309107
2385 67105 0.024554 0.189627
2386 8278 0.996708 0.080752
2387 29878 0.534008 0.454620
2388 53932 0.194941 0.463609
2389 26760 0.665524 0.961460
2390 37391 0.797934 0.684455
2391 20562 0.208815 0.961819
2392 34094 0.168054 0.249298
2393 80778 0.808113 0.856033
2394 80672 0.328598 0.419334
2395 23004 0.198034 0.949368
2396 43233 0.483603 0.281560
2397 8335 0.307530 0.775780
2398 45289 0.844752 0.148352
2399 86378 0.517072 0.871487
2400 2032 0.294039 0.229508
2401 17129 0.108867 0.499371
2402 70160 0.364694 0.498064
2403 53300 0.006026 0.730570
2404 87873 0.704429 0.604576
2405 10357 0.534443 0.016618
2406 29858 0.594557 0.547389
2407 10180 0.028223 0.457998
2408 4006 0.912582 0.213575
2409 7248 0.526272 0.704482
2410 66675 0.563294 0.414463
2411 31967 0.017507 0.964027
2412 61902 0.773459 0.602445
2413 31103 0.756973 0.939268
2414 10262 0.879211 0.504608
2415 70170 0.942234 0.374522
2416 25143 0.560259 0.199014
2417 23812 0.023864 0.468217
2418 60156 0.660039 0.217976
2419 72854 0.454300 0.198499
2420 81940 0.325009 0.386783
2421 73395 0.418989 0.740915
2422 63822 0.291897 0.253336
2423 52027 0.238506 0.970870
2424 13114 0.607607 0.085195
2425 29580 0.834328 0.197875
2426 50553 0.955938 0.763368
2427 6440 0.443887 0.167058
2428 48898 0.135510 0.779287
2429 39738 0.154037 0.882177
2430 4098 0.407636 0.438232
2431 47050 0.603239 0.142285
2432 31540 0.981750 0.616971
2433 6886 0.670536 0.289926
2434 1141 0.819443 0.657063
2435 26142 0.781679 0.173932
2436 83094 0.864975 0.561516
2437 27125 0.080069 0.417618
2438 18686 0.640090 0.650093
2439 53997 0.952154 0.333095
2440 1405 0.056517 0.051586
2441 23823 0.256191 0.700064
2442 53009 0.738088 0.045570
2443 79181 0.602575 0.760006
2444 37618 0.072066 0.137141
2445 5338 0.535965 0.929908
2446 30731 0.675333 0.880645
2447 14601 0.152521 0.521078
2448 83656 0.609310 0.462210
2449 68682 0.917512 0.229802
2450 19331 0.669937 0.201107
2451 1835 0.265378 0.879991
2452 86090 0.045076 0.249024
2453 26934 0.492886 0.943908
2454 481 0.632393 0.629257
2455 87055 0.107743 0.510070
2456 25533 0.137063 0.148903
2457 35926 0.348640 0.328424
2458 54570 0.237151 0.559577
2459 11993 0.403212 0.257074
2460 16861 0.216767 0.962918
2461 26174 0.886865 0.494092
2462 10868 0.024513 0.753327
2463 36427 0.878561 0.610145
2464 25007 0.394315 0.561779
2465 49564 0.277196 0.222987
2466 10254 0.887455 0.442108
2467 14737 0.729115 0.923656
2468 63138 0.629494 0.797179
2469 14403 0.597145 0.667776
2470 63742 0.123567 0.118769
2471 10309 0.094279 0.684494
2472 74941 0.576144 0.829138
2473 23436 0.545933 0.328325
2474 27918 0.218712 0.211341
2475 27317 0.332639 0.702511
2476 82609 0.894129 0.641270
2477 9724 0.732286 0.243154
2478 32112 0.395708 0.264605
2479 19021 0.621304 0.645576
2480 19849 0.826214 0.623207
2481 70065 0.664464 0.413818
2482 69925 0.444833 0.248673
2483 54355 0.689681 0.127595
2484 78864 0.748016 0.762505
2485 47398 0.346817 0.357692
2486 58563 0.357728 0.308456
2487 16075 0.705713 0.006053
2488 45519 0.947341 0.586565
2489 1913 0.303915 0.322825
2490 3297 0.659321 0.485121
2491 15853 0.468694 0.827151
2492 45761 0.990563 0.889974
2493 12655 0.182510 0.018682
2494 75877 0.073860 0.737402
2495 53584 0.963806 0.037660
2496 50214 0.426428 0.803282
2497 25364 0.669240 0.147114
2498 67339 0.000465 0.413011
2499 69855 0.428490 0.056791
2500 46361 0.485663 0.972586
2501 66703 0.766204 0.360581
2502 10248 0.902677 0.598906
2503 8668 0.617243 0.312051
2504 53227 0.282647 0.341023
2505 70995 0.399176 0.333280
2506 44505 0.745150 0.891832
2507 91130 0.589760 0.645782
2508 43387 0.616743 0.164649
2509 61508 0.562353 0.818217
2510 88008 0.046557 0.835964
2511 92753 0.574903 0.811560
2512 86800 0.334383 0.070313
2513 190 0.330995 0.119740
2514 33323 0.230892 0.196446
2515 49781 0.585455 0.485994
2516 66489 0.639200 0.519064
2517 54069 0.662401 0.647152
2518 12626 0.821713 0.080628
2519 15230 0.493158 0.047251
2520 77021 0.746862 0.853250
2521 6781 0.267785 0.243357
2522 92593 0.333439 0.608278
2523 30606 0.347871 0.715217
2524 43372 0.199645 0.758266
2525 80266 0.739910 0.066875
2526 86524 0.687026 0.505376
2527 35179 0.243998 0.869652
2528 88144 0.500745 0.953746
2529 21884 0.424733 0.361930
2530 47340 0.917703 0.947698
2531 2627 0.977402 0.485412
2532 45901 0.675008 0.286715
2533 31174 0.852542 0.167258
2534 57179 0.580234 0.829391
2535 92202 0.067185 0.541281
2536 77525 0.442377 0.602379
2537 33968 0.841031 0.958605
2538 8890 0.614974 0.913610
2539 28386 0.618869 0.137251
2540 78049 0.040918 0.232404
2541 47821 0.845895 0.348703
2542 13718 0.703459 0.118203
2543 54751 0.465987 0.258672
2544 35653 0.286048 0.267543
2545 93732 0.189515 0.833759
2546 48951 0.981487 0.268316
2547 85985 0.455861 0.222787
2548 84858 0.581576 0.611709
2549 41829 0.781375 0.012819
2550 12318 0.616262 0.149622
2551 57315 0.544628 0.318209
2552 70287 0.608741 0.117029
2553 69935 0.476040 0.025689
2554 55881 0.414496 0.591431
2555 14652 0.886812 0.452668
2556 92917 0.683837 0.517023
2557 94156 0.124757 0.385921
2558 90968 0.551575 0.205757
2559 81552 0.794004 0.130543
2560 66318 0.233218 0.698178
2561 7311 0.583123 0.528563
2562 63494 0.184519 0.326297
2563 85222 0.849022 0.025592
2564 22092 0.069985 0.351477
2565 38443 0.307145 0.978445
2566 94620 0.583207 0.534738
2567 67867 0.181227 0.729381
2568 84209 0.919644 0.578035
2569 10547 0.807996 0.541739
2570 33552 0.955773 0.967608
2571 47755 0.661833 0.366630
2572 3459 0.046959 0.878992
2573 80469 0.247851 0.842506
2574 58059 0.517387 0.838471
2575 94630 0.245243 0.736349
2576 77154 0.468206 0.886127
2577 8971 0.153308 0.487412
2578 62899 0.824023 0.323753
2579 76737 0.130603 0.768011
2580 72523 0.227118 0.646958
2581 55983 0.526536 0.127558
2582 36625 0.896133 0.090590
2583 42270 0.099523 0.162452
2584 11586 0.352544 0.225078
2585 54163 0.151982 0.166052
2586 19016 0.138986 0.306222
2587 96099 0.198820 0.919844
2588 41028 0.704920 0.983802
2589 36014 0.557493 0.823669
2590 39288 0.199232 0.507595
2591 97198 0.295182 0.789929
2592 66446 0.809379 0.819857
2593 85486 0.361936 0.163850
2594 47888 0.616122 0.005118
2595 69888 0.626391 0.384396
2596 26048 0.051723 0.795184
2597 93785 0.001605 0.473002
2598 52301 0.822537 0.185611
2599 53909 0.956583 0.466081
2600 76316 0.247905 0.945721
2601 96529 0.936073 0.003904
2602 22943 0.770855 0.871619
2603 84823 0.629895 0.235257
2604 47205 0.749847 0.397834
2605 13430 0.249633 0.396798
2606 86243 0.985627 0.453271
2607 2655 0.625487 0.018962
2608 17970 0.456233 0.578494
2609 73290 0.389624 0.458838
2610 24692 0.207632 0.179501
2611 59309 0.798898 0.910425
2612 96881 0.542259 0.168178
2613 39549 0.969692 0.554643
2614 33982 0.909774 0.268451
2615 24820 0.737481 0.570268
2616 86872 0.342535 0.211159
2617 60747 0.787396 0.797175
2618 42264 0.206255 0.720475
2619 10852 0.693522 0.709160
2620 79136 0.600784 0.283370
2621 81409 0.697899 0.831952
2622 21158 0.421887 0.692415
2623 71084 0.250899 0.129739
2624 72678 0.426384 0.183330
2625 58705 0.468096 0.481333
2626 90692 0.624132 0.710238
2627 16519 0.051686 0.313907
